               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.024939,            0.010775,           0.0035032,              0.6308,             0.57341,             0.53217,             0.33657,             0.04004,             0.00825,           0.0081342,            0.004786,            0.004786,            0.004786
                 160,            0.024557,            0.011035,           0.0035274,             0.63929,             0.54079,             0.52778,             0.32568,             0.03901,           0.0084622,           0.0079794,            0.004753,            0.004753,            0.004753
                 161,            0.024971,            0.010888,           0.0031901,             0.63932,              0.5521,             0.52995,             0.33454,            0.038341,           0.0083689,           0.0073438,             0.00472,             0.00472,             0.00472
                 162,            0.024493,            0.011146,           0.0031064,             0.72153,             0.51407,             0.53839,              0.3338,            0.038639,            0.008527,           0.0075797,            0.004687,            0.004687,            0.004687
                 163,            0.024927,            0.010987,           0.0034739,             0.63084,             0.53688,             0.53341,             0.33879,            0.037701,           0.0082603,           0.0075164,            0.004654,            0.004654,            0.004654
                 164,            0.024727,             0.01079,           0.0034409,             0.62283,             0.54202,             0.52818,             0.33119,            0.038653,           0.0087555,           0.0077489,            0.004621,            0.004621,            0.004621
                 165,            0.024374,            0.011116,             0.00267,             0.63552,             0.55077,             0.54883,             0.34219,            0.038191,           0.0083194,           0.0078621,            0.004588,            0.004588,            0.004588
                 166,            0.024778,             0.01095,           0.0032769,             0.65195,             0.55539,             0.55051,             0.34659,            0.037965,           0.0084833,           0.0079107,            0.004555,            0.004555,            0.004555
                 167,            0.023957,             0.01041,           0.0027362,              0.6922,             0.53167,             0.53422,             0.33577,            0.039551,            0.008421,           0.0078066,            0.004522,            0.004522,            0.004522
                 168,             0.02449,            0.010712,           0.0034435,             0.68379,             0.51537,             0.52767,             0.32973,            0.039023,           0.0084003,           0.0078659,            0.004489,            0.004489,            0.004489
                 169,            0.024208,            0.010877,           0.0032297,             0.67896,             0.55291,             0.54898,             0.34808,            0.039077,           0.0081676,           0.0080245,            0.004456,            0.004456,            0.004456
                 170,            0.024041,            0.010881,           0.0029726,             0.68539,             0.54319,             0.54718,             0.33941,            0.039503,           0.0081409,           0.0081882,            0.004423,            0.004423,            0.004423
                 171,            0.024386,            0.010639,           0.0032781,             0.67681,             0.55147,             0.54252,              0.3471,            0.037718,           0.0082328,           0.0078191,             0.00439,             0.00439,             0.00439
                 172,            0.023682,            0.010448,           0.0028076,             0.66874,             0.51701,               0.524,             0.33903,            0.038781,           0.0086094,           0.0084075,            0.004357,            0.004357,            0.004357
                 173,            0.023955,             0.01067,           0.0032026,              0.6078,             0.56814,             0.53459,             0.34106,            0.038991,           0.0083464,           0.0081178,            0.004324,            0.004324,            0.004324
                 174,            0.023732,            0.010898,           0.0028246,             0.64722,             0.52031,              0.5254,             0.33851,            0.038888,           0.0085125,           0.0083334,            0.004291,            0.004291,            0.004291
                 175,            0.023389,            0.010383,           0.0032127,             0.66051,             0.49928,             0.52338,             0.33309,            0.040075,           0.0085291,           0.0083599,            0.004258,            0.004258,            0.004258
                 176,            0.023404,            0.010642,           0.0031918,             0.68056,             0.55309,             0.55182,             0.35532,            0.038717,           0.0083033,            0.007596,            0.004225,            0.004225,            0.004225
                 177,             0.02341,            0.010449,           0.0030357,              0.6282,             0.56925,             0.54345,             0.34779,            0.038039,           0.0085303,           0.0079488,            0.004192,            0.004192,            0.004192
                 178,            0.023449,            0.010538,            0.002799,             0.66202,             0.54041,             0.53643,             0.34408,            0.037911,           0.0084374,           0.0087738,            0.004159,            0.004159,            0.004159
                 179,            0.023587,            0.010583,           0.0027648,             0.65944,             0.55521,             0.54291,             0.34872,            0.037838,           0.0085636,           0.0079372,            0.004126,            0.004126,            0.004126
                 180,            0.022976,            0.010369,           0.0026596,             0.61289,             0.58713,             0.53926,             0.34175,            0.038277,           0.0085234,           0.0083305,            0.004093,            0.004093,            0.004093
                 181,            0.022767,            0.010363,           0.0028959,             0.65647,             0.57473,             0.56192,             0.35242,            0.038024,           0.0084857,           0.0074809,             0.00406,             0.00406,             0.00406
                 182,            0.022897,            0.010588,           0.0028874,              0.7112,              0.5716,             0.56503,             0.35492,            0.038164,            0.008503,           0.0077613,            0.004027,            0.004027,            0.004027
                 183,            0.022627,            0.010308,           0.0030226,             0.70687,             0.54554,             0.56948,             0.36202,            0.037463,           0.0084875,           0.0073816,            0.003994,            0.003994,            0.003994
                 184,             0.02266,            0.010202,           0.0027376,             0.62652,             0.59224,             0.55364,             0.34908,            0.038168,           0.0086818,            0.007408,            0.003961,            0.003961,            0.003961
                 185,            0.022841,            0.010568,           0.0028642,             0.68123,                0.57,             0.56231,              0.3571,            0.037962,            0.008275,           0.0074225,            0.003928,            0.003928,            0.003928
                 186,            0.023064,            0.010403,           0.0028773,             0.72783,             0.56488,             0.55903,             0.34991,            0.037982,           0.0083472,           0.0078299,            0.003895,            0.003895,            0.003895
                 187,            0.022586,            0.010609,           0.0028807,             0.70054,             0.55491,             0.56071,             0.35676,            0.037806,           0.0084028,           0.0082864,            0.003862,            0.003862,            0.003862
                 188,            0.022321,            0.010119,           0.0024698,             0.65278,             0.55484,              0.5472,             0.35169,            0.037736,           0.0083865,           0.0078105,            0.003829,            0.003829,            0.003829
                 189,            0.023549,            0.010317,           0.0027064,             0.66213,             0.53475,             0.54124,              0.3409,            0.037733,           0.0084153,           0.0074663,            0.003796,            0.003796,            0.003796
                 190,             0.02266,            0.010474,           0.0026551,             0.59368,             0.59955,             0.53465,             0.33845,            0.038238,           0.0085643,           0.0081493,            0.003763,            0.003763,            0.003763
                 191,            0.022167,           0.0099474,           0.0027876,             0.67584,             0.52983,             0.52927,             0.34178,            0.038328,           0.0085227,           0.0077704,             0.00373,             0.00373,             0.00373
                 192,            0.023083,              0.0103,           0.0030979,             0.64128,             0.58372,             0.53651,             0.34952,            0.038016,           0.0085639,           0.0078484,            0.003697,            0.003697,            0.003697
                 193,            0.023065,            0.010038,           0.0030387,             0.68982,             0.55414,             0.55028,             0.34843,            0.038639,            0.008712,           0.0074103,            0.003664,            0.003664,            0.003664
                 194,            0.022479,            0.010084,            0.002888,             0.68626,             0.56287,             0.54808,             0.35872,            0.038156,           0.0086084,           0.0074079,            0.003631,            0.003631,            0.003631
                 195,            0.022554,            0.010023,           0.0029553,             0.69864,             0.56171,              0.5497,             0.35518,            0.038101,           0.0085423,           0.0072646,            0.003598,            0.003598,            0.003598
                 196,            0.022615,            0.010416,           0.0026691,             0.61707,               0.573,             0.54094,             0.34248,            0.038298,           0.0084037,           0.0072949,            0.003565,            0.003565,            0.003565
                 197,            0.021904,            0.010395,           0.0027188,              0.6599,             0.54746,             0.53614,             0.34106,            0.037934,            0.008551,           0.0075609,            0.003532,            0.003532,            0.003532
                 198,            0.022107,            0.010075,           0.0024396,              0.6906,             0.54523,             0.54695,             0.34657,            0.038717,           0.0085314,            0.007932,            0.003499,            0.003499,            0.003499
                 199,            0.021819,           0.0099551,           0.0026999,             0.69479,             0.55637,             0.56406,              0.3567,            0.037536,           0.0084146,           0.0077539,            0.003466,            0.003466,            0.003466
                 200,            0.022058,           0.0097686,           0.0026381,             0.70979,             0.54994,             0.56528,             0.35857,            0.038324,           0.0083833,           0.0081316,            0.003433,            0.003433,            0.003433
                 201,            0.022263,            0.010067,           0.0026139,             0.68908,             0.56587,              0.5594,             0.35846,            0.038607,           0.0084796,           0.0082359,              0.0034,              0.0034,              0.0034
                 202,             0.02197,           0.0096026,           0.0031081,              0.6605,              0.5527,             0.55303,             0.34271,            0.038848,           0.0086917,           0.0075611,            0.003367,            0.003367,            0.003367
                 203,            0.022287,            0.009912,           0.0026381,             0.65142,             0.57894,             0.54813,             0.34714,            0.038539,           0.0088684,           0.0077449,            0.003334,            0.003334,            0.003334
                 204,            0.022134,            0.010049,           0.0027888,             0.64656,             0.58491,             0.55358,             0.35197,            0.037993,           0.0088204,           0.0075844,            0.003301,            0.003301,            0.003301
                 205,            0.022024,           0.0099898,           0.0025204,             0.65078,             0.52845,             0.55166,             0.35705,             0.03688,           0.0087033,            0.007292,            0.003268,            0.003268,            0.003268
                 206,            0.021908,            0.010073,           0.0025559,             0.60905,             0.58615,             0.54191,             0.35462,            0.037173,           0.0087262,           0.0079368,            0.003235,            0.003235,            0.003235
                 207,            0.021345,           0.0098842,           0.0026166,             0.62098,             0.57505,             0.53484,             0.35058,            0.037478,           0.0087441,           0.0082454,            0.003202,            0.003202,            0.003202
                 208,            0.020885,           0.0096194,           0.0023543,             0.69144,             0.55814,             0.53743,             0.34402,            0.037735,           0.0086995,           0.0083198,            0.003169,            0.003169,            0.003169
                 209,            0.021652,           0.0098313,           0.0025435,             0.69187,              0.5739,             0.55396,             0.35349,            0.038702,           0.0087289,           0.0079287,            0.003136,            0.003136,            0.003136
                 210,            0.021393,            0.009866,           0.0021516,             0.69322,             0.54204,             0.53938,             0.34851,            0.038287,           0.0086759,           0.0081254,            0.003103,            0.003103,            0.003103
                 211,            0.021554,           0.0094574,           0.0022496,             0.65975,             0.55891,             0.53671,             0.35019,            0.037824,            0.008633,           0.0082598,             0.00307,             0.00307,             0.00307
                 212,            0.021402,           0.0095018,           0.0025773,             0.67019,             0.54056,             0.53277,             0.34707,            0.037742,           0.0088615,           0.0079154,            0.003037,            0.003037,            0.003037
                 213,            0.021373,           0.0097441,            0.002503,             0.68597,             0.51846,             0.53023,             0.33929,            0.038353,           0.0090611,           0.0083222,            0.003004,            0.003004,            0.003004
                 214,            0.021099,           0.0096069,           0.0027144,             0.71465,             0.51895,             0.53294,             0.34624,            0.038064,           0.0090536,           0.0078456,            0.002971,            0.002971,            0.002971
                 215,            0.021528,           0.0098974,           0.0024298,             0.68387,             0.54232,             0.54837,             0.35081,            0.038323,           0.0087622,           0.0081821,            0.002938,            0.002938,            0.002938
                 216,            0.021522,           0.0095483,            0.002943,             0.71392,             0.54377,             0.54894,               0.355,            0.038091,           0.0087073,           0.0082372,            0.002905,            0.002905,            0.002905
                 217,            0.021275,           0.0096033,           0.0026221,             0.68934,             0.56607,             0.54493,             0.35572,             0.03797,           0.0088308,           0.0082022,            0.002872,            0.002872,            0.002872
                 218,            0.020575,            0.009555,           0.0023022,             0.69035,             0.55207,             0.54063,             0.34629,            0.037648,            0.008837,           0.0083528,            0.002839,            0.002839,            0.002839
                 219,            0.020763,            0.009428,           0.0025179,             0.67502,             0.52766,             0.54148,              0.3518,             0.03752,           0.0087296,           0.0083239,            0.002806,            0.002806,            0.002806
                 220,            0.020191,           0.0091964,           0.0025315,             0.69364,             0.53147,             0.54679,             0.36056,            0.036813,           0.0087341,           0.0084712,            0.002773,            0.002773,            0.002773
                 221,            0.020563,           0.0093043,           0.0022205,             0.64115,             0.57699,             0.55021,              0.3547,            0.037319,           0.0087281,           0.0086164,             0.00274,             0.00274,             0.00274
                 222,            0.021114,           0.0094436,           0.0023286,             0.69225,             0.52178,             0.55081,             0.35193,            0.037719,           0.0087288,           0.0087427,            0.002707,            0.002707,            0.002707
                 223,            0.020875,           0.0093866,           0.0025286,             0.66991,             0.55838,             0.53604,             0.34874,            0.037782,           0.0088404,           0.0086748,            0.002674,            0.002674,            0.002674
                 224,            0.020436,           0.0091328,           0.0022578,             0.62842,             0.56247,             0.53205,             0.34893,            0.037963,           0.0087857,           0.0085366,            0.002641,            0.002641,            0.002641
                 225,            0.021038,           0.0093369,           0.0025215,             0.66153,             0.53606,             0.53339,             0.34879,            0.038097,           0.0088113,           0.0082433,            0.002608,            0.002608,            0.002608
                 226,            0.020723,           0.0096138,           0.0022772,             0.60646,             0.59016,             0.53325,             0.34292,            0.038476,           0.0087967,           0.0080451,            0.002575,            0.002575,            0.002575
                 227,            0.020431,           0.0093818,           0.0025129,             0.63238,             0.57006,             0.52896,             0.34117,            0.038508,           0.0088215,           0.0080456,            0.002542,            0.002542,            0.002542
                 228,            0.020339,           0.0090624,           0.0023789,             0.60313,             0.56328,             0.52148,             0.34117,            0.037555,           0.0089612,           0.0079747,            0.002509,            0.002509,            0.002509
                 229,            0.020445,           0.0092112,           0.0025337,             0.62233,             0.54363,             0.53406,              0.3548,            0.037228,           0.0089805,           0.0080977,            0.002476,            0.002476,            0.002476
                 230,            0.020467,           0.0095143,           0.0024995,               0.614,             0.58328,             0.54272,             0.35302,            0.037508,           0.0090207,           0.0083842,            0.002443,            0.002443,            0.002443
                 231,            0.020159,           0.0091112,            0.002004,             0.60395,              0.5576,             0.54252,             0.35473,            0.037782,           0.0089002,           0.0083053,             0.00241,             0.00241,             0.00241
                 232,              0.0205,           0.0094433,           0.0025022,             0.67379,              0.5305,             0.54341,             0.35685,            0.037451,           0.0088964,           0.0082478,            0.002377,            0.002377,            0.002377
                 233,            0.020305,           0.0093393,           0.0025598,             0.64478,             0.54204,              0.5492,             0.36295,            0.037288,           0.0088565,           0.0081802,            0.002344,            0.002344,            0.002344
                 234,            0.020279,           0.0093005,           0.0024659,             0.69669,             0.54036,             0.54876,             0.35657,            0.036878,           0.0088035,           0.0079901,            0.002311,            0.002311,            0.002311
                 235,            0.020468,           0.0090552,           0.0022761,              0.6664,             0.56039,             0.54794,             0.35967,             0.03689,           0.0088457,           0.0082105,            0.002278,            0.002278,            0.002278
                 236,            0.020211,           0.0093786,           0.0022497,             0.63844,             0.57995,             0.55251,             0.35833,            0.037185,           0.0088434,           0.0080949,            0.002245,            0.002245,            0.002245
                 237,            0.020076,           0.0087687,           0.0026076,             0.65251,             0.56821,             0.55569,             0.36404,            0.037089,           0.0089271,           0.0078387,            0.002212,            0.002212,            0.002212
                 238,            0.019571,           0.0089136,           0.0021867,             0.68184,             0.56306,             0.55268,              0.3638,            0.036931,           0.0088575,           0.0080816,            0.002179,            0.002179,            0.002179
                 239,            0.020049,           0.0088978,           0.0025713,             0.71895,             0.54117,             0.55269,             0.36555,            0.037081,           0.0088839,           0.0078607,            0.002146,            0.002146,            0.002146
                 240,            0.020445,           0.0091817,           0.0025514,              0.6771,             0.55183,             0.54745,             0.36245,            0.037243,           0.0088666,           0.0079098,            0.002113,            0.002113,            0.002113
                 241,            0.019909,           0.0089891,           0.0023906,             0.63333,             0.57961,              0.5444,             0.35803,            0.037169,            0.008844,           0.0074966,             0.00208,             0.00208,             0.00208
                 242,            0.019693,           0.0090088,            0.002318,             0.62394,             0.59694,             0.54022,               0.351,            0.037178,           0.0088883,           0.0074434,            0.002047,            0.002047,            0.002047
                 243,            0.019116,           0.0085334,            0.002648,             0.62456,              0.5815,             0.53247,             0.34718,            0.037594,           0.0089977,           0.0076697,            0.002014,            0.002014,            0.002014
                 244,            0.020038,           0.0089284,           0.0026364,             0.66961,             0.53331,               0.534,             0.34931,            0.037841,           0.0089735,           0.0078841,            0.001981,            0.001981,            0.001981
                 245,            0.019462,           0.0086895,           0.0022769,             0.67585,             0.55569,             0.54176,             0.35313,            0.037578,           0.0089519,           0.0076294,            0.001948,            0.001948,            0.001948
                 246,            0.019464,           0.0087797,           0.0026794,             0.69255,             0.54011,             0.53176,             0.34839,            0.037701,           0.0090649,           0.0076538,            0.001915,            0.001915,            0.001915
                 247,            0.019206,             0.00874,           0.0021309,             0.63341,              0.5569,             0.52571,             0.35077,            0.037828,           0.0091389,           0.0077027,            0.001882,            0.001882,            0.001882
                 248,            0.019545,            0.009062,           0.0023572,             0.66474,                0.55,             0.52877,             0.34842,             0.03794,           0.0091687,           0.0077197,            0.001849,            0.001849,            0.001849
                 249,            0.018827,           0.0088072,           0.0022845,             0.65442,             0.55951,             0.52287,             0.34695,             0.03793,            0.009158,           0.0078213,            0.001816,            0.001816,            0.001816
                 250,            0.019248,           0.0089889,           0.0025525,             0.69102,             0.53836,             0.53163,             0.34872,            0.037827,           0.0091355,           0.0078181,            0.001783,            0.001783,            0.001783
                 251,            0.018952,            0.008596,           0.0020017,             0.70275,             0.53248,             0.52815,             0.34552,             0.03759,           0.0091872,           0.0079265,             0.00175,             0.00175,             0.00175
                 252,            0.019062,           0.0086078,           0.0021371,             0.69206,             0.52819,             0.52263,             0.34534,            0.037301,             0.00927,           0.0075913,            0.001717,            0.001717,            0.001717
                 253,            0.019012,           0.0085984,           0.0018322,             0.68203,             0.53957,              0.5297,             0.35333,            0.036933,           0.0092107,           0.0077692,            0.001684,            0.001684,            0.001684
                 254,            0.019542,           0.0087727,            0.002276,              0.6179,             0.56227,             0.52616,             0.34824,            0.036978,           0.0092533,            0.008059,            0.001651,            0.001651,            0.001651
                 255,            0.019078,           0.0086548,           0.0022558,             0.71508,             0.51561,             0.52572,             0.34877,            0.037081,           0.0092667,            0.008135,            0.001618,            0.001618,            0.001618
                 256,            0.019447,           0.0086717,           0.0021831,             0.68096,             0.52296,             0.53517,             0.35595,            0.036874,            0.009228,           0.0080715,            0.001585,            0.001585,            0.001585
                 257,            0.018985,           0.0086858,           0.0024786,             0.64581,             0.53684,             0.53506,             0.35387,            0.036899,           0.0092023,           0.0078283,            0.001552,            0.001552,            0.001552
                 258,            0.018902,           0.0086448,           0.0022599,             0.66539,             0.54052,             0.53164,             0.35114,            0.037075,           0.0092626,           0.0078909,            0.001519,            0.001519,            0.001519
                 259,            0.019035,           0.0088288,           0.0023234,             0.66842,             0.53504,             0.52823,             0.35287,            0.036935,           0.0092334,           0.0080799,            0.001486,            0.001486,            0.001486
                 260,            0.019493,           0.0087563,           0.0022738,             0.67477,             0.52506,             0.53683,             0.36041,            0.036977,            0.009217,           0.0079039,            0.001453,            0.001453,            0.001453
                 261,            0.018775,           0.0083392,           0.0024021,             0.71403,             0.49892,             0.53799,             0.35875,            0.037208,           0.0094014,           0.0080739,             0.00142,             0.00142,             0.00142
                 262,            0.018858,           0.0087956,           0.0024176,             0.69959,             0.50419,             0.53784,             0.35805,            0.037436,           0.0094332,           0.0080103,            0.001387,            0.001387,            0.001387
                 263,            0.018591,           0.0086106,           0.0020406,             0.69213,             0.53073,             0.54242,              0.3607,            0.037709,           0.0093714,           0.0078359,            0.001354,            0.001354,            0.001354
                 264,            0.018501,            0.008457,           0.0023349,             0.66947,             0.54009,             0.54601,             0.36178,            0.037517,           0.0092184,           0.0076594,            0.001321,            0.001321,            0.001321
                 265,            0.018582,            0.008549,           0.0021426,             0.71763,             0.51801,             0.55372,              0.3642,            0.037348,           0.0092436,            0.007703,            0.001288,            0.001288,            0.001288
                 266,            0.018772,           0.0084844,           0.0022406,             0.71059,             0.53139,              0.5509,             0.35616,            0.037701,           0.0092626,           0.0078386,            0.001255,            0.001255,            0.001255
                 267,            0.017857,           0.0084377,           0.0018393,             0.62648,             0.56177,             0.54246,             0.35444,            0.037112,           0.0093307,           0.0078837,            0.001222,            0.001222,            0.001222
                 268,            0.017819,           0.0085416,            0.002004,             0.58948,              0.5919,             0.53926,             0.35517,            0.036609,           0.0092698,            0.007896,            0.001189,            0.001189,            0.001189
                 269,             0.01838,           0.0082407,           0.0020204,             0.60369,             0.58027,             0.54118,             0.35534,            0.036686,           0.0093017,           0.0080097,            0.001156,            0.001156,            0.001156
                 270,            0.017916,           0.0084114,           0.0021468,             0.64642,              0.5491,             0.54135,             0.35371,            0.036925,           0.0093671,           0.0080564,            0.001123,            0.001123,            0.001123
                 271,            0.018374,           0.0087757,            0.002288,             0.67692,             0.52354,             0.53264,             0.35027,            0.037262,           0.0094361,           0.0081523,             0.00109,             0.00109,             0.00109
                 272,            0.017828,           0.0082177,           0.0019757,             0.67987,              0.5192,              0.5284,             0.34745,             0.03734,           0.0094338,            0.008225,            0.001057,            0.001057,            0.001057
                 273,            0.017836,           0.0081834,           0.0020682,             0.56991,             0.60102,             0.52876,             0.34874,             0.03739,           0.0094897,           0.0082952,            0.001024,            0.001024,            0.001024
                 274,             0.01853,           0.0084697,           0.0021782,             0.60041,             0.58343,             0.52878,              0.3518,            0.037492,           0.0094496,           0.0081632,            0.000991,            0.000991,            0.000991
                 275,            0.017687,           0.0084149,           0.0017768,             0.59624,               0.598,             0.53165,             0.35311,              0.0376,           0.0094313,           0.0082299,            0.000958,            0.000958,            0.000958
                 276,            0.018473,           0.0083311,           0.0023052,             0.59611,             0.58577,             0.53266,             0.35637,            0.037745,            0.009453,           0.0083542,            0.000925,            0.000925,            0.000925
                 277,             0.01785,           0.0081346,           0.0021472,              0.6237,             0.55376,             0.53083,             0.35449,            0.037763,           0.0094765,           0.0083399,            0.000892,            0.000892,            0.000892
                 278,            0.017725,           0.0079982,           0.0023089,              0.6358,              0.5613,             0.53333,             0.35669,            0.037592,            0.009507,           0.0082366,            0.000859,            0.000859,            0.000859
                 279,            0.017605,           0.0081484,           0.0022104,             0.62641,             0.57344,             0.53204,             0.35823,            0.037261,           0.0094616,           0.0082076,            0.000826,            0.000826,            0.000826
                 280,             0.01738,           0.0083125,           0.0021518,             0.62112,             0.56956,             0.53648,             0.36255,            0.037319,           0.0094638,           0.0082597,            0.000793,            0.000793,            0.000793
                 281,            0.017552,           0.0082438,           0.0022954,             0.61562,             0.56551,             0.53703,              0.3643,            0.037359,           0.0094223,           0.0083301,             0.00076,             0.00076,             0.00076
                 282,            0.017615,           0.0083476,           0.0019383,             0.63073,             0.56059,             0.53849,             0.36412,            0.037503,           0.0094164,            0.008369,            0.000727,            0.000727,            0.000727
                 283,            0.017501,           0.0080007,            0.002262,             0.63694,             0.55053,             0.53816,             0.36248,             0.03762,           0.0094681,           0.0084191,            0.000694,            0.000694,            0.000694
                 284,            0.017219,           0.0080983,           0.0020426,               0.611,             0.55707,             0.53712,             0.36184,            0.037675,            0.009508,            0.008292,            0.000661,            0.000661,            0.000661
                 285,            0.017056,           0.0081523,           0.0019209,               0.612,             0.54835,             0.53365,             0.35835,             0.03767,           0.0095559,           0.0083211,            0.000628,            0.000628,            0.000628
                 286,            0.017293,           0.0081562,           0.0018538,             0.61977,             0.55153,             0.53607,             0.36078,            0.037688,           0.0095456,           0.0084124,            0.000595,            0.000595,            0.000595
                 287,            0.017063,           0.0081498,           0.0022066,             0.63699,             0.55407,             0.53831,             0.36119,            0.037482,            0.009536,           0.0083755,            0.000562,            0.000562,            0.000562
                 288,            0.017628,           0.0082849,           0.0019655,             0.58535,             0.59593,             0.54037,             0.36331,            0.037279,           0.0095353,           0.0082955,            0.000529,            0.000529,            0.000529
                 289,            0.017513,           0.0080533,           0.0017333,             0.60354,             0.58538,             0.53705,             0.36324,            0.037353,           0.0095481,           0.0082832,            0.000496,            0.000496,            0.000496
                 290,            0.017281,           0.0080537,           0.0022912,             0.62072,             0.56238,              0.5376,             0.36129,            0.037368,           0.0095614,           0.0085575,            0.000463,            0.000463,            0.000463
                 291,            0.017118,           0.0080932,           0.0022596,             0.62555,             0.56158,             0.54035,             0.36348,            0.037305,           0.0095702,           0.0087043,             0.00043,             0.00043,             0.00043
                 292,            0.016712,           0.0079625,           0.0018643,             0.58233,               0.588,             0.54122,             0.36471,            0.037277,           0.0095367,           0.0087155,            0.000397,            0.000397,            0.000397
                 293,            0.017471,           0.0081881,           0.0019668,             0.61368,             0.56299,              0.5395,             0.36352,            0.037327,           0.0095513,           0.0086787,            0.000364,            0.000364,            0.000364
                 294,            0.017068,           0.0080694,           0.0018864,              0.6178,              0.5591,              0.5385,             0.36141,            0.037417,           0.0095498,           0.0087154,            0.000331,            0.000331,            0.000331
                 295,            0.016963,           0.0078718,           0.0018341,             0.61801,             0.56743,             0.53519,             0.35858,            0.037407,           0.0095431,           0.0087547,            0.000298,            0.000298,            0.000298
                 296,            0.017842,           0.0078959,           0.0023947,             0.61573,             0.56681,             0.53254,              0.3596,            0.037381,           0.0095658,           0.0088051,            0.000265,            0.000265,            0.000265
                 297,             0.01658,           0.0079182,           0.0020647,             0.61564,              0.5656,             0.53127,             0.35792,            0.037421,           0.0095778,           0.0087939,            0.000232,            0.000232,            0.000232
                 298,            0.017433,            0.008061,           0.0019994,             0.61558,             0.56501,             0.53088,             0.35995,            0.037413,           0.0095813,           0.0087901,            0.000199,            0.000199,            0.000199
                 299,            0.017103,           0.0079051,           0.0022205,             0.61965,             0.56284,             0.53338,              0.3603,            0.037435,           0.0095854,           0.0087532,            0.000166,            0.000166,            0.000166
